2133,"DTTA","large_airport","Tunis Carthage International Airport",36.851001739502,10.2271995544434,22,"AF","TN","TN-11","Tunis","yes","DTTA","TUN",,"http://www.oaca.nat.tn/english/div_horizontal_tunis_airport_eng.htm","http://en.wikipedia.org/wiki/Tunis-Carthage_International_Airport","Aéroport international de Tunis-Carthage, مطار تونس قرطاج الدولي"
2155,"EBBR","large_airport","Brussels Airport",50.9014015198,4.48443984985,184,"EU","BE","BE-BRU","Brussels","yes","EBBR","BRU",,"http://www.brusselsairport.be/en/","http://en.wikipedia.org/wiki/Brussels_Airport",
2157,"EBCI","large_airport","Brussels South Charleroi Airport",50.4592018127,4.45382022858,614,"EU","BE","BE-WHT","Brussels","yes","EBCI","CRL",,"http://www.charleroi-airport.com/doc.php?nd=o29&tid=29&lg=2&docid=1&site=1","http://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport",
2162,"EBLG","large_airport","Liège Airport",50.6374015808105,5.4432201385498,659,"EU","BE","BE-WLG","Liège","yes","EBLG","LGG",,"http://www.liegeairport.be/","http://en.wikipedia.org/wiki/Li%C3%A8ge_Airport",
2209,"EDDB","large_airport","Berlin-Schönefeld International Airport",52.3800010681152,13.522500038147,157,"EU","DE","DE-BR","Berlin","yes","EDDB","SXF",,,"http://en.wikipedia.org/wiki/Berlin-Sch%C3%B6nefeld_International_Airport","BER, Schoenefeld"
2210,"EDDC","large_airport","Dresden Airport",51.1328010559082,13.7672004699707,755,"EU","DE","DE-SN","Dresden","yes","EDDC","DRS",,"http://www.dresden-airport.de/en/index.html","http://en.wikipedia.org/wiki/Dresden_Airport",
2212,"EDDF","large_airport","Frankfurt am Main International Airport",50.0264015198,8.54312992096,364,"EU","DE","DE-HE","Frankfurt-am-Main","yes","EDDF","FRA",,"http://www.airportcity-frankfurt.com/","http://en.wikipedia.org/wiki/Frankfurt_Airport","EDAF, Rhein-Main Air Base"
2213,"EDDG","large_airport","Münster Osnabrück Airport",52.134601593,7.68483018875,160,"EU","DE","DE-NW","Münster","yes","EDDG","FMO",,,"http://en.wikipedia.org/wiki/M%C3%BCnster_Osnabr%C3%BCck_International_Airport",
2214,"EDDH","large_airport","Hamburg Airport",53.6304016113281,9.98822975158691,53,"EU","DE","DE-HH","Hamburg","yes","EDDH","HAM",,,"http://en.wikipedia.org/wiki/Hamburg_Airport",
2216,"EDDK","large_airport","Cologne Bonn Airport",50.8658981323,7.1427397728,302,"EU","DE","DE-NW","Cologne","yes","EDDK","CGN",,,"http://en.wikipedia.org/wiki/Cologne_Bonn_Airport","Köln"
2217,"EDDL","large_airport","Düsseldorf International Airport",51.2895011901855,6.76677989959717,147,"EU","DE","DE-NW","Düsseldorf","yes","EDDL","DUS",,"http://www.duesseldorf-international.de/","http://en.wikipedia.org/wiki/D%C3%BCsseldorf_International_Airport",
2218,"EDDM","large_airport","Munich International Airport",48.3538017272949,11.7861003875732,1487,"EU","DE","DE-BY","Munich","yes","EDDM","MUC",,"http://www.munich-airport.de/en/consumer/index.jsp","http://en.wikipedia.org/wiki/Munich_International_Airport","Franz Josef Strauss International Airport, Flughafen München Franz Josef Strauß"
2219,"EDDN","large_airport","Nuremberg Airport",49.4986991882,11.0669002533,1046,"EU","DE","DE-BY","Nuremberg","yes","EDDN","NUE",,,"http://en.wikipedia.org/wiki/Nuremberg_Airport","Nürnberg"
2220,"EDDP","large_airport","Leipzig Halle Airport",51.4323997497559,12.2416000366211,465,"EU","DE","DE-SN","Leipzig","yes","EDDP","LEJ",,"http://www.leipzig-halle-airport.de/en/index.html","http://en.wikipedia.org/wiki/Leipzig/Halle_Airport","Schkeuditz Airport"
2222,"EDDS","large_airport","Stuttgart Airport",48.6898994445801,9.22196006774902,1276,"EU","DE","DE-BW","Stuttgart","yes","EDDS","STR",,,"http://en.wikipedia.org/wiki/Stuttgart_Airport",
2223,"EDDT","large_airport","Berlin-Tegel International Airport",52.5597000122,13.2876996994,122,"EU","DE","DE-BE","Berlin","yes","EDDT","TXL",,"http://www.berlin-airport.de/PubEnglish/PubTegel/index.html","http://en.wikipedia.org/wiki/Berlin-Tegel_International_Airport","BER, Otto Lilienthal"
2224,"EDDV","large_airport","Hannover Airport",52.461101532,9.68507957458,183,"EU","DE","DE-NI","Hannover","yes","EDDV","HAJ",,,"http://en.wikipedia.org/wiki/Hanover/Langenhagen_International_Airport",
2225,"EDDW","large_airport","Bremen Airport",53.0475006104,8.78666973114,14,"EU","DE","DE-HB","Bremen","yes","EDDW","BRE",,,"http://en.wikipedia.org/wiki/Bremen_Airport",
2247,"EDLW","large_airport","Dortmund Airport",51.5182991028,7.61223983765,425,"EU","DE","DE-NW","Dortmund","yes","EDLW","DTM",,,"http://en.wikipedia.org/wiki/Dortmund_Airport",
2270,"EDSB","large_airport","Karlsruhe Baden-Baden Airport",48.7793998718,8.08049964905,408,"EU","DE","DE-BW","Baden-Baden","yes","EDSB","FKB",,,"http://en.wikipedia.org/wiki/Baden_Airpark",
2301,"EETN","large_airport","Tallinn Airport",59.4132995605,24.8327999115,131,"EU","EE","EE-37","Tallinn","yes","EETN","TLL",,,"http://en.wikipedia.org/wiki/Tallinn_Airport",
2307,"EFHK","large_airport","Helsinki Vantaa Airport",60.3171997070312,24.9633007049561,179,"EU","FI","FI-ES","Helsinki","yes","EFHK","HEL",,,"http://en.wikipedia.org/wiki/Helsinki-Vantaa_Airport",
2385,"EGAA","large_airport","Belfast International Airport",54.6575012207,-6.21582984924,268,"EU","GB","GB-NIR","Belfast","yes","EGAA","BFS",,"http://www.belfastairport.com/","http://en.wikipedia.org/wiki/Belfast_International_Airport","Aldergrove, RAF Aldergrove"
2387,"EGAC","large_airport","George Best Belfast City Airport",54.6180992126465,-5.87249994277954,15,"EU","GB","GB-NIR","Belfast","yes","EGAC","BHD",,"http://www.belfastcityairport.com/","http://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport",
2389,"EGBB","large_airport","Birmingham International Airport",52.4538993835,-1.74802994728,327,"EU","GB","GB-ENG","Birmingham","yes","EGBB","BHX",,"http://www.bhx.co.uk/","http://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom)",
2398,"EGCC","large_airport","Manchester Airport",53.3536987304688,-2.27495002746582,257,"EU","GB","GB-ENG","Manchester","yes","EGCC","MAN",,"http://www.manchesterairport.co.uk/","http://en.wikipedia.org/wiki/Manchester_Airport","Ringway Airport, RAF Ringway"
2401,"EGCN","large_airport","Robin Hood Doncaster Sheffield Airport",53.4805378105,-1.01065635681,55,"EU","GB","GB-ENG","Doncaster","yes","EGCN","DSA",,"http://www.robinhoodairport.com/","http://en.wikipedia.org/wiki/Robin_Hood_Airport_Doncaster_Sheffield","RAF Finningley"
2415,"EGFF","large_airport","Cardiff International Airport",51.3967018127441,-3.34332990646362,220,"EU","GB","GB-WLS","Cardiff","yes","EGFF","CWL",,"http://www.cwlfly.com/","http://en.wikipedia.org/wiki/Cardiff_International_Airport","Rhoose"
2417,"EGGD","large_airport","Bristol International Airport",51.3827018737793,-2.7190899848938,622,"EU","GB","GB-ENG","Bristol","yes","EGGD","BRS",,"http://www.bristolairport.co.uk/","http://en.wikipedia.org/wiki/Bristol_International_Airport","Lulsgate Bottom"
2418,"EGGP","large_airport","Liverpool John Lennon Airport",53.3335990905762,-2.8497200012207,80,"EU","GB","GB-ENG","Liverpool","yes","EGGP","LPL",,"http://www.liverpoolairport.com/","http://en.wikipedia.org/wiki/Liverpool_John_Lennon_Airport",
2419,"EGGW","large_airport","London Luton Airport",51.874698638916,-0.368333011865616,526,"EU","GB","GB-ENG","London","yes","EGGW","LTN",,"http://www.london-luton.co.uk/en/","http://en.wikipedia.org/wiki/London_Luton_Airport","LON"
2421,"EGHH","large_airport","Bournemouth Airport",50.7799987792969,-1.84249997138977,38,"EU","GB","GB-ENG","Bournemouth","yes","EGHH","BOH",,"http://www.bournemouthairport.com/","http://en.wikipedia.org/wiki/Bournemouth_Airport","RAF Hurn"
2422,"EGHI","large_airport","Southampton Airport",50.9502983093262,-1.35679996013641,44,"EU","GB","GB-ENG","Southampton","yes","EGHI","SOU",,"http://www.southamptonairport.com/","http://en.wikipedia.org/wiki/Southampton_Airport","RAF Eastleigh, RAF Southampton"
2429,"EGKK","large_airport","London Gatwick Airport",51.1481018066406,-0.190277993679047,202,"EU","GB","GB-ENG","London","yes","EGKK","LGW",,"http://www.gatwickairport.com/","http://en.wikipedia.org/wiki/London_Gatwick_Airport","LON, Crawley, Charlwood"
2430,"EGLC","large_airport","London City Airport",51.505298614502,0.0552779994904995,19,"EU","GB","GB-ENG","London","yes","EGLC","LCY",,"http://www.londoncityairport.com/","http://en.wikipedia.org/wiki/London_City_Airport","LON"
2434,"EGLL","large_airport","London Heathrow Airport",51.4706001282,-0.461941003799,83,"EU","GB","GB-ENG","London","yes","EGLL","LHR",,"http://www.heathrowairport.com/","http://en.wikipedia.org/wiki/London_Heathrow_Airport","LON, Londres"
2444,"EGNM","large_airport","Leeds Bradford Airport",53.8658981323242,-1.66057002544403,681,"EU","GB","GB-ENG","Leeds","yes","EGNM","LBA",,"http://www.lbia.co.uk/","http://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport",
2448,"EGNT","large_airport","Newcastle Airport",55.0374984741211,-1.69166994094849,266,"EU","GB","GB-ENG","Newcastle","yes","EGNT","NCL",,"http://www.newcastleairport.com/","http://en.wikipedia.org/wiki/Newcastle_Airport",
2450,"EGNX","large_airport","East Midlands Airport",52.8311004639,-1.32806003094,306,"EU","GB","GB-ENG","Nottingham","yes","EGNX","EMA",,"http://www.eastmidlandsairport.com/","http://en.wikipedia.org/wiki/East_Midlands_Airport","RAF Castle Donington"
2459,"EGPD","large_airport","Aberdeen Dyce Airport",57.2019004821777,-2.19777989387512,215,"EU","GB","GB-SCT","Aberdeen","yes","EGPD","ABZ",,"http://www.aberdeenairport.com/","http://en.wikipedia.org/wiki/Aberdeen_Airport",
2461,"EGPF","large_airport","Glasgow International Airport",55.8718986511,-4.43306016922,26,"EU","GB","GB-SCT","Glasgow","yes","EGPF","GLA",,"http://www.glasgowairport.com/","http://en.wikipedia.org/wiki/Glasgow_International_Airport","Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr"
2462,"EGPH","large_airport","Edinburgh Airport",55.9500007629395,-3.37249994277954,135,"EU","GB","GB-SCT","Edinburgh","yes","EGPH","EDI",,"http://www.edinburghairport.com/","http://en.wikipedia.org/wiki/Edinburgh_Airport",
2475,"EGSH","large_airport","Norwich International Airport",52.6758003235,1.28278005123,117,"EU","GB","GB-ENG","Norwich","yes","EGSH","NWI",,"http://www.norwichairport.co.uk/","http://en.wikipedia.org/wiki/Norwich_International_Airport","RAF Horsham St Faith"
2476,"EGSS","large_airport","London Stansted Airport",51.8849983215,0.234999999404,348,"EU","GB","GB-ENG","London","yes","EGSS","STN",,"http://www.stanstedairport.com/","http://en.wikipedia.org/wiki/London_Stansted_Airport","LON"
2481,"EGTE","large_airport","Exeter International Airport",50.7344017028809,-3.41388988494873,102,"EU","GB","GB-ENG","Exeter","yes","EGTE","EXT",,"http://www.exeter-airport.co.uk/","http://en.wikipedia.org/wiki/Exeter_International_Airport",
2487,"EGUL","large_airport","RAF Lakenheath",52.4093017578,0.56099998951,32,"EU","GB","GB-ENG","Lakenheath","no","EGUL","LKZ",,"http://www.lakenheath.af.mil/","http://en.wikipedia.org/wiki/RAF_Lakenheath",
2488,"EGUN","large_airport","RAF Mildenhall",52.3619003295898,0.486405998468399,33,"EU","GB","GB-ENG","Mildenhall","no","EGUN","MHZ",,"http://www.mildenhall.af.mil/","http://en.wikipedia.org/wiki/RAF_Mildenhall",
2492,"EGVA","large_airport","RAF Fairford",51.6822013855,-1.79003000259,286,"EU","GB","GB-ENG","Fairford","no","EGVA","FFD",,,"http://en.wikipedia.org/wiki/RAF_Fairford",
2493,"EGVN","large_airport","RAF Brize Norton",51.75,-1.58361995220184,288,"EU","GB","GB-ENG","Brize Norton","yes","EGVN","BZZ",,"http://www.raf.mod.uk/rafbrizenorton/","http://en.wikipedia.org/wiki/RAF_Brize_Norton",
2513,"EHAM","large_airport","Amsterdam Airport Schiphol",52.3086013794,4.76388978958,-11,"EU","NL","NL-NH","Amsterdam","yes","EHAM","AMS",,"http://www.schiphol.nl/","http://en.wikipedia.org/wiki/Amsterdam_Schiphol_Airport",
2515,"EHBK","large_airport","Maastricht Aachen Airport",50.9117012024,5.77014017105,375,"EU","NL","NL-LI","Maastricht","yes","EHBK","MST",,,"http://en.wikipedia.org/wiki/Maastricht_Aachen_Airport",
2518,"EHEH","large_airport","Eindhoven Airport",51.4500999451,5.37452983856,74,"EU","NL","NL-NB","Eindhoven","yes","EHEH","EIN",,"http://www.eindhovenairport.nl/","http://en.wikipedia.org/wiki/Eindhoven_Airport","Welschap Airport"
2530,"EICK","large_airport","Cork Airport",51.8413009643555,-8.49110984802246,502,"EU","IE","IE-C","Cork","yes","EICK","ORK",,"http://www.corkairport.com/","http://en.wikipedia.org/wiki/Cork_Airport","Aerfort Chorcaí"
2533,"EIDW","large_airport","Dublin Airport",53.4212989807129,-6.27007007598877,242,"EU","IE","IE-D","Dublin","yes","EIDW","DUB",,"http://www.dublinairport.com/","http://en.wikipedia.org/wiki/Dublin_Airport","Aerfort Bhaile Átha Cliath"
2537,"EINN","large_airport","Shannon Airport",52.7019996643066,-8.92481994628906,46,"EU","IE","IE-CE","Shannon","yes","EINN","SNN",,"http://www.shannonairport.com/","http://en.wikipedia.org/wiki/Shannon_Airport",
2541,"EKBI","large_airport","Billund Airport",55.7402992249,9.15178012848,247,"EU","DK","DK-83","Billund","yes","EKBI","BLL",,"http://www.billund-airport.dk/?sc_lang=en","http://en.wikipedia.org/wiki/Billund_Airport",
2542,"EKCH","large_airport","Copenhagen Kastrup Airport",55.6179008483887,12.6560001373291,17,"EU","DK","DK-84","Copenhagen","yes","EKCH","CPH",,"http://www.cph.dk/CPH/UK/MAIN/","http://en.wikipedia.org/wiki/Copenhagen_Airport","København, Malmö"
2562,"EKYT","large_airport","Aalborg Airport",57.0927589138,9.84924316406,10,"EU","DK","DK-81","Aalborg","yes","EKYT","AAL",,"http://www.aal.dk","http://en.wikipedia.org/wiki/Aalborg_Airport",
2563,"ELLX","large_airport","Luxembourg-Findel International Airport",49.6265983581543,6.21152019500732,1234,"EU","LU","LU-L","Luxembourg","yes","ELLX","LUX",,"http://www.aeroport.public.lu/en/index.html","http://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport",
2569,"ENBO","large_airport","Bodø Airport",67.2692031860352,14.3653001785278,42,"EU","NO","NO-18","Bodø","yes","ENBO","BOO",,"http://www.avinor.no/en/airport/bodo/frontpage","http://en.wikipedia.org/wiki/Bod%C3%B8_Airport","Bodø Air Force Base, Bodø Main Air Station"
2570,"ENBR","large_airport","Bergen Airport, Flesland",60.293399810791,5.21814012527466,170,"EU","NO","NO-12","Bergen","yes","ENBR","BGO",,"http://www.avinor.no/en/airport/bergen","http://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland",
2578,"ENGM","large_airport","Oslo Gardermoen Airport",60.1939010620117,11.1003999710083,681,"EU","NO","NO-02","Oslo","yes","ENGM","OSL",,,"http://en.wikipedia.org/wiki/Gardermoen_Air_Station",
2599,"ENTC","large_airport","Tromsø Airport",69.6832962036133,18.9188995361328,31,"EU","NO","NO-19","Tromsø","yes","ENTC","TOS",,"http://www.avinor.no/en/airport/tromso","http://en.wikipedia.org/wiki/Troms%C3%B8_Airport","Langnes, Tromsøya, Tromso"
2601,"ENVA","large_airport","Trondheim Airport, Værnes",63.4578018188477,10.923999786377,56,"EU","NO","NO-17","Trondheim","yes","ENVA","TRD",,"http://www.avinor.no/English/Airports/Trondheim_Airport,_Varnes/","http://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes",
2602,"ENZV","large_airport","Stavanger Airport, Sola",58.8767013549805,5.63778018951416,29,"EU","NO","NO-11","Stavanger","yes","ENZV","SVG",,"http://www.avinor.no/en/airport/stavanger/","http://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
2608,"EPGD","large_airport","Gdańsk Lech Wałęsa Airport",54.3776016235352,18.4661998748779,489,"EU","PL","PL-PM","Gdańsk","yes","EPGD","GDN",,"http://www.airport.gdansk.pl/","http://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport","Gdańsk-Rębiechowo"
2609,"EPKK","large_airport","John Paul II International Airport Kraków-Balice Airport",50.0777015686035,19.7847995758057,791,"EU","PL","PL-MA","Kraków","yes","EPKK","KRK",,"http://lotnisko-balice.pl/en.html","http://en.wikipedia.org/wiki/John_Paul_II_International_Airport_Krak%C3%B3w-Balice","Krakov"
2613,"EPKT","large_airport","Katowice International Airport",50.4743003845,19.0799999237,995,"EU","PL","PL-SL","Katowice","yes","EPKT","KTW",,,"http://en.wikipedia.org/wiki/Katowice_International_Airport","Pyrzowice, Dąbrowa Górnicza"
2622,"EPMO","large_airport","Modlin Airport",52.4510993958,20.6518001556,341,"EU","PL","PL-MZ","Warsaw","yes","EPMO","WMI",,,"http://en.wikipedia.org/wiki/Warsaw%E2%80%93Modlin_Mazovia_Airport","Nowy Dwor Mazowiecki"
2625,"EPPO","large_airport","Poznań-Ławica Airport",52.4210014343,16.8262996674,308,"EU","PL","PL-WP","Poznań","yes","EPPO","POZ",,"http://www.airport-poznan.com.pl/en/","http://en.wikipedia.org/wiki/Pozna%C5%84-%C5%81awica_Airport",
2637,"EPWA","large_airport","Warsaw Chopin Airport",52.1656990051,20.9671001434,362,"EU","PL","PL-MZ","Warsaw","yes","EPWA","WAW",,"http://www.lotnisko-chopina.pl/?lang=en","http://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport","Okęcie"
2638,"EPWR","large_airport","Copernicus Wrocław Airport",51.1026992798,16.885799408,404,"EU","PL","PL-DS","Wrocław","yes","EPWR","WRO",,"http://www.airport.wroclaw.pl/en/index.php","http://en.wikipedia.org/wiki/Copernicus_Airport_Wroc%C5%82aw","Strachowice, Breslau"
2648,"ESGG","large_airport","Gothenburg-Landvetter Airport",57.6627998352051,12.2798004150391,506,"EU","SE","SE-Q","Gothenburg","yes","ESGG","GOT",,,"http://en.wikipedia.org/wiki/Gothenburg-Landvetter_Airport","Göteborg-Landvetter"
2669,"ESMS","large_airport","Malmö Sturup Airport",55.536305364,13.3761978149,236,"EU","SE","SE-M","Malmö","yes","ESMS","MMX",,"http://www.swedavia.com/malmo/","http://en.wikipedia.org/wiki/Malm%C3%B6_Airport",
2697,"ESPA","large_airport","Luleå Airport",65.5438003540039,22.1219997406006,65,"EU","SE","SE-BD","Luleå","yes","ESPA","LLA",,"http://www.lfv.se/en/Start-page/","http://en.wikipedia.org/wiki/Lule%C3%A5_Airport","Kallax Air Base"
2701,"ESSA","large_airport","Stockholm-Arlanda Airport",59.6519012451172,17.9186000823975,137,"EU","SE","SE-AB","Stockholm","yes","ESSA","ARN",,"http://www.arlanda.se/","http://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport",
2718,"ETAR","large_airport","Ramstein Air Base",49.4369010925293,7.60027980804443,776,"EU","DE","DE-RP","Ramstein","no","ETAR","RMS",,"http://www.ramstein.af.mil/","http://en.wikipedia.org/wiki/Ramstein_Air_Base","Landstuhl Air Base"
2758,"EVRA","large_airport","Riga International Airport",56.9235992431641,23.9710998535156,36,"EU","LV","LV-RIX","Riga","yes","EVRA","RIX",,"http://www.riga-airport.com/","http://en.wikipedia.org/wiki/Riga_International_Airport",
2766,"EYVI","large_airport","Vilnius International Airport",54.6341018676758,25.2858009338379,646,"EU","LT","LT-VL","Vilnius","yes","EYVI","VNO",,"http://www.vilnius-airport.lt/en/","http://en.wikipedia.org/wiki/Vilnius_International_Airport",
2775,"FACT","large_airport","Cape Town International Airport",-33.9648017883,18.6016998291,151,"AF","ZA","ZA-WC","Cape Town","yes","FACT","CPT",,"http://www.airports.co.za/home.asp?pid=229","http://en.wikipedia.org/wiki/Cape_Town_International_Airport","Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport"
2783,"FAGG","large_airport","George Airport",-34.0055999756,22.378900528,648,"AF","ZA","ZA-WC","George","yes","FAGG","GRJ",,,"http://en.wikipedia.org/wiki/George_Airport",
2792,"FAJS","large_airport","OR Tambo International Airport",-26.1392002106,28.2460002899,5558,"AF","ZA","ZA-GT","Johannesburg","yes","FAOR","JNB",,"http://www.acsa.co.za/home.asp?pid=228","http://en.wikipedia.org/wiki/OR_Tambo_International_Airport","Johannesburg International Airport, Jan Smuts International Airport"
300795,"FALE","large_airport","King Shaka International Airport",-29.6144444444,31.1197222222,295,"AF","ZA","ZA-NL","Durban","yes","FALE","DUR",,,"http://en.wikipedia.org/wiki/King_Shaka_International_Airport","La Mercy Airport"
3081,"GCLP","large_airport","Gran Canaria Airport",27.9319000244141,-15.3865995407104,78,"EU","ES","ES-CN","Gran Canaria Island","yes","GCLP","LPA",,"http://www.aena.es/csee/Satellite?pagename=subHome&Language=EN_GB&c=Page&SiteName=LPA&cid=1048858940184","http://en.wikipedia.org/wiki/Gran_Canaria_Airport","Canary Islands, Las Palmas Airport, Gando Airport"
3083,"GCTS","large_airport","Tenerife South Airport",28.044500351,-16.5725002289,209,"EU","ES","ES-CN","Tenerife Island","yes","GCTS","TFS",,,"http://en.wikipedia.org/wiki/Tenerife_South_Airport","Canary Islands, Reina Sofía, TCI"
3084,"GCXO","large_airport","Tenerife Norte Airport",28.4827003479,-16.3414993286,2076,"EU","ES","ES-CN","Tenerife Island","yes","GCXO","TFN",,,"http://en.wikipedia.org/wiki/Los_Rodeos_Airport","Canary Islands, Los Rodeos"
3113,"GMMN","large_airport","Mohammed V International Airport",33.3675003051758,-7.58997011184692,656,"AF","MA","MA-CAS","Casablanca","yes","GMMN","CMN",,"http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C","http://en.wikipedia.org/wiki/Mohammed_V_International_Airport","CAS, Casabianca, Nouasseur"
