"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
45760,"4PS3","medium_airport","Paraport Airstrip",41.788417,-79.518586,1400,"NA","US","US-PA","Warren","no","4PS3",,"4PS3",,,
12243,"5A8","medium_airport","Aleknagik / New Airport",59.2826004028,-158.617996216,66,"NA","US","US-AK","Aleknagik","yes","5A8","WKK","5A8",,"http://en.wikipedia.org/wiki/Aleknagik_Airport",
3,"AGGH","medium_airport","Honiara International Airport",-9.42800045013428,160.054992675781,28,"OC","SB","SB-CT","Honiara","yes","AGGH","HIR",,,"http://en.wikipedia.org/wiki/Honiara_International_Airport",
4,"AGGM","medium_airport","Munda Airport",-8.32796955108643,157.263000488281,10,"OC","SB","SB-WE",,"yes","AGGM","MUA",,,"http://en.wikipedia.org/wiki/Munda_Airport",
312371,"AHJ","medium_airport","Hongyuan Airport",32.53154,102.35224,11600,"AS","CN","CN-51","Aba","no",,"AHJ",,,"http://en.wikipedia.org/wiki/Hongyuan_Airport",
45229,"AMC","large_airport","Mar de Cortés International Airport",31.351621252,-113.305864334,71,"NA","MX","MX-SON","Puerto Peñasco","yes",,,"AMC",,"http://en.wikipedia.org/wiki/Mar_de_Cort%C3%A9s_International_Airport",
8,"ANYN","medium_airport","Nauru International Airport",-0.547458,166.919006,22,"OC","NR","NR-14","Yaren District","yes","ANYN","INU",,,"http://en.wikipedia.org/wiki/Nauru_International_Airport","ANAU"
53,"AYBK","medium_airport","Buka Airport",-5.4223198890686,154.673004150391,11,"OC","PG","PG-NSB","Buka Island","yes","AYBK","BUA",,,"http://en.wikipedia.org/wiki/Buka_Airport",
54,"AYCH","medium_airport","Chimbu Airport",-6.02429008483887,144.970993041992,4974,"OC","PG","PG-CPK","Kundiawa","yes","AYCH","CMU",,,"http://en.wikipedia.org/wiki/Chimbu_Airport",
55,"AYDU","medium_airport","Daru Airport",-9.08675956726,143.207992554,20,"OC","PG","PG-WPD","Daru","yes","AYDU","DAU",,,"http://en.wikipedia.org/wiki/Daru_Airport",
56,"AYGA","medium_airport","Goroka Airport",-6.08168983459,145.391998291,5282,"OC","PG","PG-EHG","Goronka","yes","AYGA","GKA",,,"http://en.wikipedia.org/wiki/Goroka_Airport",
57,"AYGN","medium_airport","Gurney Airport",-10.3114995956,150.333999634,88,"OC","PG","PG-MBA","Gurney","yes","AYGN","GUR",,,"http://en.wikipedia.org/wiki/Gurney_Airport",
58,"AYGR","medium_airport","Girua Airport",-8.80453968048,148.309005737,311,"OC","PG","PG-NPP","Popondetta","yes","AYGR","PNP",,,"http://en.wikipedia.org/wiki/Girua_Airport",
59,"AYHK","medium_airport","Kimbe Airport",-5.46217012405396,150.404998779297,66,"OC","PG","PG-WBK","Hoskins","yes","AYHK","HKN",,,"http://en.wikipedia.org/wiki/Hoskins_Airport",
60,"AYKM","medium_airport","Kerema Airport",-7.96361017227,145.770996094,10,"OC","PG","PG-GPK","Kerema","yes","AYKM","KMA",,,"http://en.wikipedia.org/wiki/Kerema_Airport",
61,"AYKV","medium_airport","Kavieng Airport",-2.57940006256,150.807998657,7,"OC","PG","PG-NIK","Kavieng","yes","AYKV","KVG",,,"http://en.wikipedia.org/wiki/Kavieng_Airport",
62,"AYMD","medium_airport","Madang Airport",-5.20707988739,145.789001465,20,"OC","PG","PG-MPM","Madang","yes","AYMD","MAG",,,"http://en.wikipedia.org/wiki/Madang_Airport",
63,"AYMH","medium_airport","Mount Hagen Kagamuga Airport",-5.82678985595703,144.296005249023,5388,"OC","PG","PG-WHM","Mount Hagen","yes","AYMH","HGU",,,"http://en.wikipedia.org/wiki/Mount_Hagen_Airport",
64,"AYMN","medium_airport","Mendi Airport",-6.14773988723755,143.656997680664,5680,"OC","PG","PG-SHM",,"yes","AYMN","MDU",,,"http://en.wikipedia.org/wiki/Mendi_Airport",
65,"AYMO","medium_airport","Momote Airport",-2.06188988685608,147.42399597168,12,"OC","PG","PG-MRL",,"yes","AYMO","MAS",,,"http://en.wikipedia.org/wiki/Momote_Airport",
66,"AYNZ","medium_airport","Lae Nadzab Airport",-6.5698299408,146.725997925,239,"OC","PG","PG-MPL","Nadzab","yes","AYNZ","LAE",,,"http://en.wikipedia.org/wiki/Lae_Nadzab_Airport","MFO"
67,"AYPY","large_airport","Port Moresby Jacksons International Airport",-9.44338035583496,147.220001220703,146,"OC","PG","PG-NCD","Port Moresby","yes","AYPY","POM",,,"http://en.wikipedia.org/wiki/Jacksons_International_Airport",
68,"AYTK","medium_airport","Tokua Airport",-4.34045982361,152.380004883,32,"OC","PG","PG-EBR","Tokua","yes","AYTK","RAB",,,"http://en.wikipedia.org/wiki/Rabaul_Airport",
69,"AYVN","medium_airport","Vanimo Airport",-2.69717001914978,141.302001953125,10,"OC","PG","PG-SAN",,"yes","AYVN","VAI",,,"http://en.wikipedia.org/wiki/Vanimo_Airport",
70,"AYWD","medium_airport","Wapenamanda Airport",-5.64330005645752,143.895004272461,5889,"OC","PG","PG-EPW",,"yes","AYWD","WBM",,,"http://en.wikipedia.org/wiki/Wapenamanda_Airport",
71,"AYWK","medium_airport","Wewak International Airport",-3.58383011818,143.669006348,19,"OC","PG","PG-ESW","Wewak","yes","AYWK","WWK",,,"http://en.wikipedia.org/wiki/Wewak_International_Airport",
44941,"AZ-0001","medium_airport","Zabrat Airport",40.4955422161,49.9768066406,36,"AS","AZ","AZ-BA","Baku","no",,"ZXT",,,,
44954,"AZ-0013","medium_airport","Sital Chay Airport",40.8073129238,49.4314813614,,"AS","AZ","AZ-XIZ",,"no",,,,,,
44962,"AZ-0021","medium_airport","Kyzylagadzh Air Base",39.0061622679,48.8063120842,,"AS","AZ","AZ-MAS",,"no",,,,,,
27301,"BCW","medium_airport","Benguera Island Airport",-21.8533000946045,35.4383010864258,,"AF","MZ","MZ-I","Benguera Island","yes",,"BCW",,,"http://en.wikipedia.org/wiki/Benguera_Island_Airport",
111,"BG-JAM","medium_airport","Bezmer Air Base",42.4548988342,26.3521995544,509,"EU","BG","BG-28","Yambol","no","LBIA","JAM",,,"http://en.wikipedia.org/wiki/Bezmer_Airbase","LB44"
31697,"BGAA","medium_airport","Aasiaat Airport",68.7218017578,-52.7846984863,74,"NA","GL","GL-U-A","Aasiaat","yes","BGAA","JEG",,"http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/","http://en.wikipedia.org/wiki/Aasiaat_Airport",
113,"BGBW","medium_airport","Narsarsuaq Airport",61.1604995728,-45.4259986877,112,"NA","GL","GL-U-A","Narsarsuaq","yes","BGBW","UAK",,,"http://en.wikipedia.org/wiki/Narsarsuaq_Airport",
114,"BGGH","medium_airport","Godthaab / Nuuk Airport",64.19090271,-51.6781005859,283,"NA","GL","GL-U-A","Nuuk","yes","BGGH","GOH",,,"http://en.wikipedia.org/wiki/Nuuk_Airport","Nuussuaq"
115,"BGSF","medium_airport","Kangerlussuaq Airport",67.0122218992,-50.7116031647,165,"NA","GL","GL-U-A","Kangerlussuaq","yes","BGSF","SFJ",,,"http://en.wikipedia.org/wiki/Kangerlussuaq_Airport","Sondre Stromfjord"
116,"BGTL","medium_airport","Thule Air Base",76.5311965942,-68.7032012939,251,"NA","GL","GL-U-A","Thule","yes","BGTL","THU",,,"http://en.wikipedia.org/wiki/Thule_Air_Base","Pituffik"
117,"BIAR","medium_airport","Akureyri Airport",65.6600036621094,-18.0727005004883,6,"EU","IS","IS-6","Akureyri","yes","BIAR","AEY",,,"http://en.wikipedia.org/wiki/Akureyri_Airport",
119,"BIEG","medium_airport","Egilsstaðir Airport",65.2833023071289,-14.4013996124268,76,"EU","IS","IS-7","Egilsstaðir","yes","BIEG","EGS",,,"http://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport",
120,"BIHN","medium_airport","Hornafjordur Airport",64.2956008911133,-15.2271995544434,24,"EU","IS","IS-7","Hornafjordur","no","BIHN","HFN",,,,
121,"BIHU","medium_airport","Husavik Airport",65.9523010253906,-17.4260005950928,48,"EU","IS","IS-6","Husavik","no","BIHU","HZK",,,,
122,"BIIS","medium_airport","Ísafjörður Airport",66.0580978393555,-23.1352996826172,8,"EU","IS","IS-4","Ísafjörður","yes","BIIS","IFJ",,,"http://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport",
123,"BIKF","large_airport","Keflavik International Airport",63.9850006103516,-22.6056003570557,171,"EU","IS","IS-2","Reykjavík","yes","BIKF","KEF",,,"http://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport","Keflavik Naval Air Station"
124,"BIPA","medium_airport","Patreksfjordur Airport",65.5558013916016,-23.9650001525879,11,"EU","IS","IS-4","Patreksfjordur","no","BIPA","PFJ",,,,
125,"BIRK","medium_airport","Reykjavik Airport",64.1299972534,-21.9405994415,48,"EU","IS","IS-1","Reykjavik","yes","BIRK","RKV",,,"http://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport",
126,"BISI","medium_airport","Siglufjordur Airport",66.13330078125,-18.9167003631592,10,"EU","IS","IS-6","Siglufjordur","no","BISI","SIJ",,,,
128,"BIVM","medium_airport","Vestmannaeyjar Airport",63.4243011474609,-20.2789001464844,326,"EU","IS","IS-8","Vestmannaeyjar","no","BIVM","VEY",,,"http://en.wikipedia.org/wiki/Vestmannaeyjar_Airport",
4614,"BKPR","large_airport","Priština International Airport",42.5727996826172,21.0358009338379,1789,"EU","KS","KS-U-A","Prishtina","yes","BKPR","PRN",,"http://www.airportpristina.com/","http://en.wikipedia.org/wiki/Pri%C5%A1tina_International_Airport","LYPR, Pristina, Slatina Air Base"
34946,"BY-0001","medium_airport","Balbasovo Air Base",54.439998626709,30.2966995239258,620,"EU","BY","BY-VI","Orsha","no",,,,,"http://en.wikipedia.org/wiki/Balbasovo","Balbasava, Bolbasovo, Orsha Southwest, Orsha"
34952,"BY-0003","medium_airport","Bobrovichi Air Base",52.2783012390137,29.3600006103516,440,"EU","BY","BY-HO","Kalinovichi","no",,,,,"http://en.wikipedia.org/wiki/Bobrovichi",
44363,"BY-0006","medium_airport","Osovtsy Air Base",52.5569992065,24.8840007782,,"EU","BY","BY-BR","Byaroza","no","UMMO",,,,,"Byaroza Air Base, Beryoza Air Base, Аэродром Осовцы, Аэродром Бяроза, Аэродром Берёза, УММО"
42216,"BZ-BGK","medium_airport","Big Creek Airport",16.5193691253662,-88.4079132080078,3,"NA","BZ","BZ-SC","Big Creek","yes",,"BGK",,,"http://en.wikipedia.org/wiki/Big_Creek_Airport_(Belize)",
30861,"BZ-CUK","medium_airport","Caye Caulker Airport",17.7346992492676,-88.0325012207031,1,"NA","BZ","BZ-BZ","Caye Caulker","yes",,"CUK",,,"http://en.wikipedia.org/wiki/Caye_Caulker_Airport",
30867,"BZ-CYC","medium_airport","Caye Chapel Airport",17.7007999420166,-88.0410995483398,3,"NA","BZ","BZ-BZ","Caye Chapel","yes",,"CYC",,,"http://en.wikipedia.org/wiki/Caye_Chapel_Airport",
42209,"BZ-CZH","medium_airport","Corozal Municipal Airport",18.3822002410889,-88.4119033813477,40,"NA","BZ","BZ-CZL","Corozal","yes",,"CZH",,,"http://en.wikipedia.org/wiki/Corozal_Airport","Ranchito Airport"
42207,"BZ-DGA","medium_airport","Dangriga Airport",16.9825096130371,-88.2309875488281,508,"NA","BZ","BZ-SC","Dangriga","yes",,"DGA",,,"http://en.wikipedia.org/wiki/Dangriga_Airport","Stann Creek Airport"
42217,"BZ-PLJ","medium_airport","Placencia Airport",16.5369567871094,-88.3615112304688,3,"NA","BZ","BZ-SC","Placencia","yes",,"PLJ",,,"http://en.wikipedia.org/wiki/Placencia_Airport",
35305,"BZ-PND","medium_airport","Punta Gorda Airport",16.102399826,-88.8082962036,7,"NA","BZ","BZ-TOL","Punta Gorda","yes",,"PND",,,"http://en.wikipedia.org/wiki/Punta_Gorda_Airport",
42210,"BZ-SJX","medium_airport","Sartaneja Airport",18.3561000823975,-88.1307983398438,3,"NA","BZ","BZ-CZL","Sartaneja","yes",,"SJX",,,"http://en.wikipedia.org/wiki/Sartaneja_Airport",
32370,"BZ-SPR","medium_airport","San Pedro Airport",17.9139003753662,-87.9710998535156,4,"NA","BZ","BZ-CY","San Pedro","yes",,"SPR",,,"http://en.wikipedia.org/wiki/San_Pedro_Airport",
42215,"BZ-TZA","medium_airport","Belize City Municipal Airport",17.5163898468018,-88.1944427490234,16,"NA","BZ","BZ-BZ","Belize City","yes",,"TZA",,,"http://en.wikipedia.org/wiki/Belize_City_Municipal_Airport",
27300,"BZB","medium_airport","Bazaruto Island Airport",-21.5410995483398,35.472900390625,,"AF","MZ","MZ-I","Bazaruto Island","yes",,"BZB",,,"http://en.wikipedia.org/wiki/Bazaruto_Island_Airport",
42466,"CN-0002","medium_airport","Nanjing Air Base",31.9983005523682,118.811996459961,,"AS","CN","CN-32","Nanjing","no",,,,,,"Dajiaochang"
43972,"CN-0003","medium_airport","Laohutun Air Base",39.6699981689453,121.765998840332,,"AS","CN","CN-21",,"no",,,,,,
43973,"CN-0004","medium_airport","Pulandian Air Base",39.4509010314941,122.017997741699,,"AS","CN","CN-21",,"no",,,,,,
44082,"CN-0006","medium_airport","Beijing Shahezhen Air Base",40.1491661071777,116.321388244629,,"AS","CN","CN-11","Beijing","no",,,,,,
44083,"CN-0007","medium_airport","Beijing Tongxian Air Base",39.8111114501953,116.708335876465,,"AS","CN","CN-11","Beijing","no",,,,,,
298989,"CN-0010","medium_airport","Hedong Airport",38.322758333,106.393213889,,"AS","CN","CN-64","Yinchuan","no",,,,,,
301195,"CN-0011","medium_airport","Gu-Lian Airport",52.9127777778,122.43,1836,"AS","CN","CN-23","Mohe","yes","ZYMH","OHE",,,"http://en.wikipedia.org/wiki/Mohe_Gulian_Airport",
44127,"CN-0012","medium_airport","Yuanmou Air Base",25.7374992370605,101.88200378418,,"AS","CN","CN-53",,"no",,,,,,
44089,"CN-0013","medium_airport","Fengning Air Base",41.260799407959,116.61799621582,,"AS","CN","CN-13",,"no",,,,,,
44090,"CN-0014","medium_airport","Hohhot Air Base",40.7372016906738,111.228996276855,,"AS","CN","CN-15",,"no",,,,,,
44091,"CN-0015","medium_airport","Huairen Air Base",39.7174987793,113.142997742,3260,"AS","CN","CN-14","Datong","no",,,,,"http://en.wikipedia.org/wiki/Huairen_Air_Base","Datong Huairen Airport"
44092,"CN-0016","medium_airport","Liangxiangzhen Air Base",39.7578010559082,116.125999450684,,"AS","CN","CN-11","Beijing","no",,,,,,
44094,"CN-0018","medium_airport","Tangguantun Air Base",38.7811012268066,117.068000793457,,"AS","CN","CN-12",,"no",,,,,,
44096,"CN-0020","medium_airport","Wenshui Air Base",37.4077987670898,111.966003417969,,"AS","CN","CN-14",,"no",,,,,,
44097,"CN-0021","medium_airport","Yangcun Air Base",39.3732986450195,117.095001220703,,"AS","CN","CN-12",,"no",,,,,,"Meichong"
44098,"CN-0022","medium_airport","Yongning Air Base",40.503101348877,116.108001708984,,"AS","CN","CN-11","Yongning","no",,,,,,
44100,"CN-0024","medium_airport","Zhangjiakou Ningyuan Airport",40.7386016846,114.930000305,2347,"AS","CN","CN-13","Zhangjiakou","yes","ZBZJ","ZQZ",,,"http://en.wikipedia.org/wiki/Zhangjiakou_Ningyuan_Airport","Zhangjiakou Air Base, 张家口宁远机场"
44101,"CN-0025","medium_airport","Zunhua Air Base",40.1025009155273,117.887001037598,,"AS","CN","CN-13",,"no",,,,,,
44102,"CN-0026","medium_airport","Chengdu Air Base",30.7052993774414,103.949996948242,,"AS","CN","CN-51",,"no",,,,,,
44103,"CN-0027","medium_airport","Baoshan Yunduan Airport",25.0533008575,99.168296814,,"AS","CN","CN-53",,"no","ZPBS","BSD",,,"http://en.wikipedia.org/wiki/Baoshan_Yunduan_Airport",
44106,"CN-0030","medium_airport","Chongqing Air Base",29.4953002929688,106.359001159668,,"AS","CN","CN-50","Chongqing","no",,,,,,
44116,"CN-0040","medium_airport","Lintsang Airfield",23.7381000519,100.025001526,6230,"AS","CN","CN-53","Lincang","yes","ZPLC","LNJ",,,"http://en.wikipedia.org/wiki/Lincang_Airport","Lincang Airport"
44117,"CN-0041","medium_airport","Luliang Air Base",24.9883003234863,103.641998291016,,"AS","CN","CN-53",,"no",,,,,,
44119,"CN-0043","medium_airport","Mengzi Air Base",23.395299911499,103.333999633789,,"AS","CN","CN-53",,"no",,,,,,
44121,"CN-0045","medium_airport","Qionglai Air Base",30.4899997711182,103.464996337891,,"AS","CN","CN-51",,"no",,,,,,
44122,"CN-0046","medium_airport","Shigatse Air Base",29.3519001007,89.3114013672,,"AS","CN","CN-54",,"no",,,,,"http://en.wikipedia.org/wiki/Shigatse_Peace_Airport",
44124,"CN-0048","medium_airport","Wenshan Air Base",23.7155990600586,103.827003479004,,"AS","CN","CN-53",,"no",,,,,,
44125,"CN-0049","medium_airport","Xiangyun Midu Air Base",25.4452991485596,100.735000610352,,"AS","CN","CN-53",,"no",,,,,,
44126,"CN-0050","medium_airport","Bao'anying Airport",26.54,101.79852,1620,"AS","CN","CN-51","Panzhihua","yes","ZUZH","PZI",,,"http://en.wikipedia.org/wiki/Panzhihua_Bao'anying_Airport","Xining Air Base, 攀枝花保安营机场"
44131,"CN-0053","medium_airport","Baihe Ning Ming Air Base",22.1205997467041,107.125,,"AS","CN","CN-45",,"no",,,,,,
44133,"CN-0055","medium_airport","Changsha Datuopu Airport/AFB",28.0688991547,112.958000183,170,"AS","CN","CN-43","Changsha","no","ZGCS",,,,,"Changsha City Airport"
44134,"CN-0056","medium_airport","Dangyang Air Base",30.7985992431641,111.809997558594,,"AS","CN","CN-42",,"no",,,,,,
44135,"CN-0057","medium_airport","Foluo Northeast Air Base",18.6921997070312,109.161003112793,,"AS","CN","CN-46",,"no",,,,,,
44139,"CN-0061","medium_airport","Foshan Shadi Airport",23.0832996368,113.069999695,6,"AS","CN","CN-44","Foshan","yes","ZGFS","FUO",,,"http://en.wikipedia.org/wiki/Foshan_Shadi_Airport","Guangzhou Shadi Air Base"
44141,"CN-0063","medium_airport","Guiping Mengshu Air Base",23.3307991027832,110.009002685547,,"AS","CN","CN-45",,"no",,,,,,
44146,"CN-0068","medium_airport","Huizhou Airport",23.0499992371,114.599998474,50,"AS","CN","CN-44","Huizhou","yes","ZGHZ","HUZ",,,"http://en.wikipedia.org/wiki/Huizhou_Airport","Huiyang Air Base, Pingtan Airport"
44147,"CN-0069","medium_airport","Jialaishi Air Base",19.6972007751465,109.725997924805,,"AS","CN","CN-46",,"no",,,,,,
44149,"CN-0071","medium_airport","Leiyang Air Base",26.5872001647949,112.891998291016,,"AS","CN","CN-43",,"no",,,,,,
44150,"CN-0072","medium_airport","Lingshui Air Base",18.4944000244141,109.987998962402,,"AS","CN","CN-46",,"no",,,,,,
44157,"CN-0079","medium_airport","Shaoguan Guitou Airport",24.9785995483,113.42099762,280,"AS","CN","CN-44","Shaoguan","no",,"HSC",,,"http://en.wikipedia.org/wiki/Shaoguan_Guitou_Airport","Shaoguan Air Base"
44158,"CN-0080","medium_airport","Suixi Air Base",21.3957996368408,110.199996948242,,"AS","CN","CN-44",,"no",,,,,,
44159,"CN-0081","medium_airport","Jinggangshan Airport",26.8568992615,114.736999512,281,"AS","CN","CN-36","Ji'an","yes","ZSGS","JGS",,,"http://en.wikipedia.org/wiki/Jinggangshan_Airport","Tiahe Air Base"
44160,"CN-0082","medium_airport","Baise Youjiang Airport",23.7206001282,106.959999084,490,"AS","CN","CN-45","Baise","yes","ZGBS","AEB",,,"http://en.wikipedia.org/wiki/Baise_Youjiang_Airport","Tian Yang Air Base, Bose airport, 百色右江机场"
44163,"CN-0085","medium_airport","Xiaogan Air Base",30.9543991088867,113.911003112793,,"AS","CN","CN-42",,"no",,,,,,
44167,"CN-0089","medium_airport","Baitabu Air Base",34.5713996887207,118.875,,"AS","CN","CN-32",,"no",,,,,,
44168,"CN-0090","medium_airport","Cangxian Air Base",38.4025001525879,116.929000854492,,"AS","CN","CN-13",,"no",,,,,,
44169,"CN-0091","medium_airport","Dongying Shengli Airport",37.5085983276,118.788002014,15,"AS","CN","CN-37","Dongying","no","ZSDY","DOY",,,"http://en.wikipedia.org/wiki/Dongying_Shengli_Airport","Dongying Air Base, Dongying Yong'an Airport"
44170,"CN-0092","medium_airport","Jiaozhou/Jiaocheng Air Base",36.3306007385254,120.024002075195,,"AS","CN","CN-37",,"no",,,,,,
44171,"CN-0093","medium_airport","Jinan Air Base",36.67919921875,116.920997619629,,"AS","CN","CN-37",,"no",,,,,,
44172,"CN-0094","medium_airport","Jiugucheng Air Base",37.4900016784668,116.11799621582,,"AS","CN","CN-13",,"no",,,,,,
44173,"CN-0095","medium_airport","Kaifeng Air Base",34.7538986206055,114.338996887207,,"AS","CN","CN-41","Kaifeng","no",,,,,,
44174,"CN-0096","medium_airport","Laiyang Air Base",36.9636001586914,120.591003417969,,"AS","CN","CN-37",,"no",,,,,,
44175,"CN-0097","medium_airport","Luyang Air Base",33.684700012207,112.890998840332,,"AS","CN","CN-41",,"no",,,,,,
44178,"CN-0100","medium_airport","Qingdao-Cangkou Air Base",36.1591987609863,120.391998291016,,"AS","CN","CN-37",,"no",,,,,,
44181,"CN-0103","medium_airport","Wendeng Air Base",37.2647018432617,122.023002624512,,"AS","CN","CN-37",,"no",,,,,,
44182,"CN-0104","medium_airport","Xingcheng Air Base",40.5802993774,120.697998047,30,"AS","CN","CN-21",,"no","ZYXC","XEN",,,,
44183,"CN-0105","medium_airport","Xuzhou Daguozhang Air Base",34.0588989257812,117.557998657227,,"AS","CN","CN-32",,"no",,,,,,
44184,"CN-0106","medium_airport","Xuzhou Jiulishan Air Base",34.230598449707,117.246002197266,,"AS","CN","CN-32",,"no",,,,,,
44187,"CN-0109","medium_airport","Yidu Air Base",36.5914001464844,118.527000427246,,"AS","CN","CN-37",,"no",,,,,,
44189,"CN-0111","medium_airport","Zhucheng Air Base",36.0275001525879,119.439002990723,,"AS","CN","CN-37",,"no",,,,,,
44191,"CN-0113","medium_airport","Altay Air Base",47.7498855591,88.0858078003,2460,"AS","CN","CN-65","Altay","yes","ZWAT","AAT",,,"http://en.wikipedia.org/wiki/Altay_Airport",
44192,"CN-0114","medium_airport","Baoji Air Base",34.5317001342773,107.47200012207,,"AS","CN","CN-61",,"no",,,,,,
44195,"CN-0117","medium_airport","Gonghe Air Base",36.3367004394531,100.480003356934,,"AS","CN","CN-63",,"no",,,,,,
44201,"CN-0123","medium_airport","Lanzhou Air Base",35.9178009033203,104.218002319336,,"AS","CN","CN-62","Lanzhou","no",,,,,,
44203,"CN-0125","medium_airport","Ljtao Air Base",35.3083000183105,103.835998535156,,"AS","CN","CN-62",,"no",,,,,,
44205,"CN-0127","medium_airport","Qingshui Air Base",39.5546989440918,98.8842010498047,,"AS","CN","CN-62",,"no",,,,,,
44208,"CN-0130","medium_airport","Tianshui Maijishan Airport",34.5593986511,105.86000061,3590,"AS","CN","CN-62","Tianshui","yes","ZLTS","THQ",,,"http://en.wikipedia.org/wiki/Tianshui_Maijishan_Airport","Tianshui Air Base, 天水麦积山机场"
44210,"CN-0132","medium_airport","Urumqi South Air Base",43.4658012390137,87.5322036743164,,"AS","CN","CN-65",,"no",,,,,,
44211,"CN-0133","medium_airport","Uxxaktal Air Base",42.1814002990723,87.188102722168,,"AS","CN","CN-65",,"no",,,,,,
44212,"CN-0134","medium_airport","Wugong Air Base",34.2742004394531,108.265998840332,,"AS","CN","CN-61",,"no",,,,,,
44213,"CN-0135","medium_airport","Wulumuqi Air Base",43.9502983093,87.0785980225,2425,"AS","CN","CN-65",,"no",,,,,,
44214,"CN-0136","medium_airport","Wuwei Air Base",37.9883003234863,102.567001342773,,"AS","CN","CN-62",,"no",,,,,,
44215,"CN-0137","medium_airport","Xian Air Base",34.1539001464844,108.598999023438,,"AS","CN","CN-61",,"no",,,,,,
44216,"CN-0138","medium_airport","Xincheng Air Base",25.5482997894287,114.619003295898,,"AS","CN","CN-36",,"no",,,,,,
44217,"CN-0139","medium_airport","Yaerbashi Test Range",43.0772018432617,92.8080978393555,,"AS","CN","CN-65",,"no",,,,,,
44218,"CN-0140","medium_airport","Yanliang Air Base",34.6439018249512,109.24299621582,,"AS","CN","CN-61",,"no",,,,,,
44221,"CN-0143","medium_airport","Zhangye Southeast Air Base",38.8018989563,100.675003052,,"AS","CN","CN-62",,"no",,"YZY",,,"http://en.wikipedia.org/wiki/Zhangye_Ganzhou_Airport",
44223,"CN-0145","medium_airport","Changzing Air Base",30.968599319458,119.731002807617,,"AS","CN","CN-33",,"no",,,,,,
44224,"CN-0146","medium_airport","Daishan Air Base",30.2877998352051,122.144996643066,,"AS","CN","CN-33",,"no",,,,,,
44225,"CN-0147","medium_airport","Feidong Air Base",31.9094009399414,117.658996582031,,"AS","CN","CN-34",,"no",,,,,,
44227,"CN-0149","medium_airport","Fuzhou Air Base",26.0044002532959,119.311996459961,,"AS","CN","CN-35","Fuzhou","no",,,,,,
44230,"CN-0152","medium_airport","Huian Air Base",25.0261001586914,118.806999206543,,"AS","CN","CN-35",,"no",,,,,,
44231,"CN-0153","medium_airport","Jianqiao/Hangzhou Airfield",30.3353004455566,120.240997314453,,"AS","CN","CN-33","Hangzhou","no",,,,,,
44232,"CN-0154","medium_airport","Jiaxing Air Base",30.7066402435303,120.680610656738,,"AS","CN","CN-33",,"no",,,,,,
44236,"CN-0158","medium_airport","Longtian/Lung-T'ien Air Base",25.5727996826172,119.459999084473,,"AS","CN","CN-35",,"no",,,,,,
44237,"CN-0159","medium_airport","Longyou Air Base",29.1131000518799,119.177001953125,,"AS","CN","CN-33",,"no",,,,,,
44239,"CN-0161","medium_airport","Mahuiling Air Base",29.4771995544434,115.802001953125,,"AS","CN","CN-36",,"no",,,,,,
44240,"CN-0162","medium_airport","Nanchang New Airfield",28.6355991363525,115.930000305176,,"AS","CN","CN-36","Nanchang","no",,,,,,
44241,"CN-0163","medium_airport","Nanchang Xiangtang Air Base",28.4207992553711,115.924003601074,,"AS","CN","CN-36","Nanchang","no",,,,,,
44243,"CN-0165","medium_airport","Ningbo Zhangqiao Air Base",29.9228000640869,121.573997497559,,"AS","CN","CN-33",,"no",,,,,,
44247,"CN-0169","medium_airport","Shanghai Dachang Air Base",31.323600769043,121.411003112793,,"AS","CN","CN-31","Shanghai","no",,,,,,
44249,"CN-0171","medium_airport","Shanghai Longhua Airport",31.1669006348,121.45400238,,"AS","CN","CN-31","Shanghai","no","ZSSL",,,,"http://en.wikipedia.org/wiki/Shanghai_Longhua_Airport",
44260,"CN-0182","medium_airport","Zhangshu Air Base",28.0216999053955,115.551002502441,,"AS","CN","CN-36",,"no",,,,,,
44263,"CN-0185","medium_airport","Changchun Air Base",43.9053001403809,125.197998046875,,"AS","CN","CN-22",,"no",,,,,,
44265,"CN-0187","medium_airport","Chifeng Air Base",42.1589012145996,118.842002868652,,"AS","CN","CN-15",,"no",,,,,,
44267,"CN-0189","medium_airport","Dandong Airport",40.0247001648,124.286003113,,"AS","CN","CN-21","Dandong","yes","ZYDD","DDG",,,"http://en.wikipedia.org/wiki/Dandong_Airport",
44268,"CN-0190","medium_airport","Dingxin/Shuangchengzi Air Base",40.4014015197754,99.7893981933594,,"AS","CN","CN-62",,"no",,,,,,
44269,"CN-0191","medium_airport","Fuxin Air Base",42.0788993835449,121.662002563477,,"AS","CN","CN-21",,"no",,,,,,
44270,"CN-0192","medium_airport","Gongzhuling Air Base",43.5242004394531,124.786003112793,,"AS","CN","CN-22",,"no",,,,,,
44271,"CN-0193","medium_airport","Harbin Air Base",45.5974998474,126.658996582,,"AS","CN","CN-23",,"no",,,,,,"Ping Fang Tien Air Base"
